N,P,K,temperature,humidity,ph,rainfall,label
85,86,55,27.33368994,83.67675197,5.849076099,101.0494791,banana
110,77,47,27.40053601,82.96221306,6.276800323,104.9378,banana
100,89,51,29.3159075,80.11585705,5.926824754,90.10978128,banana
82,81,48,26.05433004,79.39654531,5.519088423,113.2297373,banana
120,73,50,25.86632408,84.42379269,6.079178788,114.5357503,banana
117,76,45,27.00932084,80.18546798,6.13465588,97.32531705,banana
83,71,51,29.55054817,78.06762846,5.808497604,99.34482238,banana
86,77,54,26.28845991,83.390039,5.891458107,113.8729798,banana
101,93,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
88,80,47,28.65003945,82.68752542,5.843163161,98.75084366,banana
107,71,50,29.07311132,76.50045221,6.376756633,100.1692639,banana
81,88,49,28.08166093,75.26429821,5.623615687,118.2761894,banana
98,83,54,27.1994597,78.8086068,5.91505509,99.72430835,banana
114,88,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
83,74,50,25.14748006,83.34688193,5.565028635,98.66679427,banana
109,92,47,25.94019018,78.3422098,6.211833161,119.84797,banana
108,79,49,27.66752761,79.68542782,6.490074429,108.66464,banana
83,90,53,25.56703012,75.94067692,5.590236025,102.7867717,banana
82,90,52,28.6956201,82.54195839,6.225225239,116.1616839,banana
103,94,46,26.33544853,76.8532006,6.190757459,118.6858263,banana
85,95,51,25.93730186,78.89864446,5.915568968,98.21747528,banana
88,76,45,25.13686519,84.88394407,6.195152442,91.46442491,banana
95,76,50,27.50527651,80.79783998,6.156373499,105.0776992,banana
114,75,48,26.21009246,82.34429458,6.313197204,112.0700033,banana
101,80,46,29.10403455,79.19588629,6.324270089,92.07835761,banana
101,93,52,29.2440638,77.32017166,5.707488987,90.66727868,banana
119,70,51,25.56202173,77.38229006,6.119216009,93.10247183,banana
83,88,52,26.3985515,81.36028902,5.571401169,98.16752001,banana
103,89,53,28.09577643,77.79586769,5.63127166,109.5408614,banana
118,85,55,27.84767901,83.31110751,6.101241579,117.2878912,banana
115,73,55,27.39341554,81.4654833,6.438137279,94.31102057,banana
98,75,50,25.14517635,81.38204104,6.098369122,119.218154,banana
90,79,53,28.65456263,79.28693687,5.695267822,102.4633775,banana
103,86,49,29.16093424,76.67484233,5.618094446,109.575944,banana
90,95,53,27.57278064,82.0638878,6.435785799,91.34276507,banana
101,75,49,25.40909896,82.36208097,6.176644228,112.9794804,banana
87,75,46,25.99069521,83.33983116,6.220643671,112.0777152,banana
86,87,46,26.29039046,81.06003778,5.871702211,118.6730366,banana
103,89,48,29.14827211,78.71024836,6.390741836,117.536781,banana
119,89,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
88,81,53,25.36059237,75.03193255,6.012696655,116.5531455,banana
97,74,54,29.12036889,80.18080728,5.908770059,112.3982055,banana
100,85,46,27.53911354,77.25629897,6.049801781,110.3262123,banana
106,79,52,29.66727337,83.51014178,6.010095853,110.2511102,banana
89,85,45,25.05802193,84.97323747,5.738678895,110.4408803,banana
118,78,47,25.86824781,78.52399914,5.74055541,116.3019555,banana
109,76,48,25.85036988,81.95580471,5.793260262,119.0856171,banana
113,95,45,26.51682337,77.79913575,5.50947065,108.8547508,banana
100,72,45,28.66725136,79.59242542,5.986442306,118.2583441,banana
102,82,49,28.14938935,81.54448882,5.790768046,91.40508414,banana
96,85,53,26.42313317,83.6995044,5.915546415,95.12322062,banana
83,74,50,26.59386409,81.40740301,6.242528278,109.9825551,banana
105,73,45,27.71822477,76.57853189,6.036079266,102.2099836,banana
98,83,45,28.98333432,82.95958244,5.829898502,109.022564,banana
113,84,47,29.42017919,83.96754496,6.088064451,117.229079,banana
117,70,48,27.39872329,81.10523402,6.469370954,112.1355384,banana
105,84,49,26.4020227,84.41007614,5.720726906,111.0162259,banana
107,92,52,27.81251452,82.69285419,5.80766417,99.20961514,banana
109,84,52,25.19640218,83.55829874,5.703381728,115.8586081,banana
81,80,46,28.31193338,75.77363772,6.165001278,119.695765,banana
92,74,45,25.90113128,80.47152737,6.002481605,110.10323,banana
111,84,52,27.48612983,76.11239849,6.212369363,109.2768851,banana
111,94,49,29.38254012,83.50423735,5.765308943,109.2486647,banana
90,72,55,29.22118628,81.08183635,5.740764682,108.8616474,banana
91,76,53,27.09062164,81.33506906,5.879119455,110.1331182,banana
115,71,50,26.12643374,81.81365007,6.099478745,104.4812858,banana
119,93,51,29.01207743,77.95192527,5.674403359,90.43495443,banana
85,88,51,27.96799119,79.28625709,5.694243847,119.4765557,banana
95,78,52,28.0764455,76.05522115,5.905494703,118.9923573,banana
81,80,48,25.16278237,84.97849241,6.110844721,90.94554618,banana
87,87,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
83,82,55,25.34119774,84.47321314,6.435917308,91.06493353,banana
82,73,50,29.44795403,78.34971537,5.505393833,96.45042585,banana
85,76,54,26.47522633,78.51833782,5.677719902,113.1161095,banana
105,75,46,27.39489579,83.31172003,5.719014989,92.78133617,banana
110,89,52,25.08347445,80.261731,6.275572298,94.32961456,banana
91,87,52,26.6719835,76.48541655,6.275384607,91.73358569,banana
100,78,49,25.44926208,79.49221962,6.201911642,100.6619171,banana
99,72,46,28.22776705,80.6430384,5.758054257,98.00403016,banana
118,90,53,28.1279509,77.48247073,6.323933647,103.5045395,banana
114,90,55,28.9470467,82.1888998,5.901100841,95.83016448,banana
81,85,53,27.96236771,84.15403614,5.644486582,97.55986676,banana
81,77,51,28.00316034,78.90085998,6.235461772,94.68180316,banana
111,89,52,29.1400919,80.1190228,6.28236237,90.45142867,banana
102,85,51,27.9122104,83.36307683,6.356090905,90.24211529,banana
93,74,48,25.43480512,81.53977797,5.837258235,96.47800391,banana
82,89,46,28.55980972,84.51602322,5.653437902,111.0843029,banana
103,70,51,26.59580783,82.99556744,5.727469947,100.5123341,banana
87,86,47,27.19711623,77.3970629,6.200111068,99.46950465,banana
104,93,51,25.29391516,79.29122198,5.614471478,105.4220251,banana
109,76,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
93,79,54,27.94972463,76.63713353,6.037430836,109.0921631,banana
81,77,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
97,81,54,29.21144871,84.70189923,6.158164422,108.5501443,banana
95,72,52,27.35911627,84.54625006,6.387431383,90.81250457,banana
119,85,46,28.0106804,76.52808057,5.891413895,103.7040783,banana
83,73,48,28.67208915,82.20793613,5.725418961,94.37987496,banana
114,79,46,27.34585147,78.4873835,6.281069505,92.15524332,banana
109,91,49,29.50704598,78.20585613,5.507641778,98.12565829,banana
17,38,28,29.73770045,47.54885174,5.954626604,90.09586854,mango
7,24,25,33.55695561,53.72979826,4.757114897,98.67527561,mango
38,19,35,27.00315545,47.67525434,5.699586972,95.85118326,mango
34,33,33,33.56150184,45.53556603,5.977413803,95.70525913,mango
12,35,27,35.89855625,54.25964196,6.430139436,92.19721736,mango
10,35,29,34.17719782,50.62161586,6.113935087,98.00687989,mango
13,40,25,30.01592643,53.19212381,5.074272692,97.72843182,mango
2,35,25,31.74592134,45.16127859,5.667507706,93.75441586,mango
16,28,27,35.99009679,52.22780489,5.978634285,95.3713484,mango
29,40,34,31.86641378,52.19331595,5.064613314,98.46768642,mango
33,31,30,27.75518664,52.34605806,4.772385986,94.11213345,mango
2,32,32,34.72413192,51.4271781,5.161148592,97.31258083,mango
29,15,29,27.53907547,53.63549533,6.797779227,99.35408185,mango
13,30,28,27.69637763,48.5622488,6.39474303,89.85646496,mango
6,26,29,27.25373364,52.66319725,5.566704378,91.87312479,mango
14,21,35,30.33723921,48.88704844,5.755049971,94.42850522,mango
27,37,26,31.85744939,45.53106268,5.417340525,91.55845821,mango
4,30,26,35.39986338,49.45962621,6.166173834,97.41054011,mango
29,21,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
16,21,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
6,35,27,28.93270187,47.94053996,5.664587011,99.9834242,mango
26,34,34,27.98392787,53.33018851,5.548584852,99.61465679,mango
38,21,33,31.20478173,54.49960506,6.804437106,94.62954663,mango
1,36,27,32.13409675,50.52559148,6.097869767,98.63333684,mango
30,19,34,28.91862016,48.13974548,5.075504537,97.01331604,mango
5,17,35,31.09779147,47.41196659,4.546466109,90.28624348,mango
20,39,27,34.73823882,49.08864345,5.855119268,90.65022183,mango
36,18,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
17,15,29,33.80398664,46.12866113,4.507523551,90.82549241,mango
11,17,31,30.07202564,50.96040505,6.10729559,92.09609766,mango
31,19,27,27.92063282,51.77965917,6.47544932,100.2585673,mango
2,38,30,31.40948821,49.21729127,6.832979509,92.99739415,mango
18,22,32,35.7877738,51.94190321,5.395275719,100.2160615,mango
3,24,31,33.36140093,45.02236377,6.13526938,98.81596545,mango
4,27,30,35.96054636,48.69677802,4.555688532,98.00644238,mango
28,35,31,28.33333307,51.39586505,6.434197756,91.67241761,mango
4,34,35,32.27652024,50.19368841,5.316875978,95.99487068,mango
21,36,29,31.99490489,50.84881347,5.279388967,97.38741498,mango
19,31,30,27.58258929,48.56916221,6.720041791,95.8445641,mango
15,17,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
31,27,27,32.38697531,53.2328243,4.691396195,90.21633216,mango
40,28,28,30.91471455,49.92963856,6.810186079,90.14047759,mango
40,22,32,35.37775595,45.58110023,6.454045329,97.41586402,mango
3,37,25,32.32362177,52.5896771,5.842763773,93.36718816,mango
6,30,31,28.22373428,47.40519056,5.024124684,97.76832322,mango
15,20,35,27.27433181,47.16808054,6.422710539,95.257992,mango
6,35,28,27.10710832,50.70880979,4.94295037,92.37238878,mango
34,25,28,34.89226666,48.75613373,6.414526606,91.63074547,mango
35,39,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
6,39,27,27.3511056,54.43945147,6.441328044,96.27792547,mango
1,27,31,32.89300162,52.61323969,4.650536197,94.49161372,mango
35,34,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
20,15,34,27.5529736,47.90859131,5.910634533,90.40332704,mango
22,17,25,32.82141065,47.45553843,4.755273631,90.89173106,mango
3,40,30,30.17294105,51.0845903,6.814630246,95.23444287,mango
28,34,25,29.26382931,54.82257868,5.342866119,100.7586226,mango
21,24,29,32.06097197,51.08494181,6.336234624,96.59816497,mango
3,21,32,28.69818144,47.71875722,4.754435025,99.642454,mango
40,22,35,29.14305008,49.40983294,6.831706773,97.55155537,mango
28,38,31,28.3471611,53.53903102,6.967417766,90.40260445,mango
4,34,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
8,16,29,28.1218093,46.16888595,5.630619901,93.30247448,mango
27,18,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
7,16,33,28.89409382,54.80750249,6.472774648,94.76322976,mango
15,27,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
17,25,29,27.78912455,53.96886679,5.643710216,91.01152997,mango
8,36,31,31.65333432,48.20662669,6.392313973,91.09745581,mango
7,27,29,29.75150773,46.73723302,4.981816523,91.405983,mango
18,18,27,31.32995611,50.22287593,5.421265283,89.78216168,mango
12,29,30,35.63627319,48.97047762,6.942520105,97.51952041,mango
2,25,28,31.66524687,51.98594645,5.435840509,89.98024312,mango
31,16,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
7,29,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
14,21,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
20,37,32,31.27180992,52.23810152,6.811291098,89.74409017,mango
7,25,30,33.93679864,52.72170281,6.460542749,97.4611918,mango
6,19,33,31.09154239,47.02058367,4.791146778,91.46664318,mango
6,24,29,31.89356292,49.02450149,6.4841522,89.59371481,mango
24,18,28,32.45465292,50.69693751,6.526654345,95.04871605,mango
28,23,25,35.47478322,47.97230503,6.279133738,97.79072474,mango
17,34,31,27.32961444,49.30347234,6.052026047,93.53197359,mango
33,36,30,30.90225239,49.95955487,5.73171945,91.77522598,mango
4,25,31,29.09382275,45.5661059,5.32307197,96.23520043,mango
9,38,27,30.02086169,46.78393776,4.66910839,96.63721027,mango
20,22,25,34.13072188,51.25786185,5.101206389,96.38808001,mango
2,17,28,33.44619894,53.05980465,5.339556562,98.05089394,mango
7,27,29,35.3915464,52.48823147,5.061081874,91.22881052,mango
20,34,34,31.53356352,53.06009323,5.821106036,98.57025046,mango
10,24,32,30.7645515,47.93791463,5.956027059,90.38503469,mango
19,36,31,30.01821337,50.0983181,5.676032581,96.08745082,mango
7,29,34,31.32863689,47.59319575,6.524114355,94.67344737,mango
13,22,35,33.88004781,54.39416048,6.273953676,89.29147581,mango
38,32,27,28.07802689,54.9640534,6.128167757,97.45373619,mango
22,28,30,35.53845018,52.94641947,4.934964765,91.54560427,mango
17,33,31,28.70595247,50.44030129,5.445008416,95.8946444,mango
24,40,32,31.48451729,48.77926304,4.525722333,93.17221967,mango
36,29,31,27.69819273,51.41593238,5.403908328,100.7720705,mango
10,40,32,30.41235793,52.48100602,6.621623545,93.92375879,mango
11,20,33,32.17752026,54.01352682,6.207495815,91.88766069,mango
38,38,25,32.6112614,47.74916499,5.418475257,91.10190759,mango
32,126,204,29.99677232,81.54156612,6.112305667,67.12534492,grapes
0,131,198,30.7280404,82.42614055,6.092241627,68.38135469,grapes
0,145,196,32.44577836,83.88504863,5.896343436,68.73932528,grapes
15,138,203,37.46566825,80.65968681,6.15526103,66.83872293,grapes
1,135,201,22.03296178,83.74372787,5.732453638,65.34440794,grapes
7,138,199,39.64851881,82.21079946,6.253034534,70.39906054,grapes
13,139,200,16.77557314,82.75241875,6.106190557,66.76285469,grapes
18,145,198,12.14190714,83.56812483,5.647202395,69.63122027,grapes
3,126,204,12.7567962,81.62497448,6.130310493,66.77844567,grapes
3,142,200,39.04071989,80.18393287,6.499604931,73.88467027,grapes
20,130,198,39.70772192,82.68593454,5.554831977,74.91506217,grapes
4,122,204,9.467960445,82.29335466,5.800242694,66.02765219,grapes
6,125,195,29.58748357,80.91934392,5.570290539,68.06417307,grapes
5,140,202,17.82803682,80.96093443,6.27564088,65.84748763,grapes
6,142,199,8.825674745,82.89753705,5.536645599,67.235765,grapes
9,140,198,27.83487131,83.51444973,6.208196881,73.02882766,grapes
33,123,198,11.02105378,80.55557235,5.870600622,68.23963161,grapes
30,126,196,17.5862944,80.84806564,6.334771461,71.4065452,grapes
14,121,202,19.89363946,82.73366439,5.856575335,69.66256816,grapes
24,120,196,29.93707596,81.77713468,5.898944282,65.52279323,grapes
2,125,198,36.73126647,80.58931938,5.775600435,72.24230804,grapes
6,129,195,20.42094753,81.54185044,5.931101816,66.93065667,grapes
16,138,201,25.51939719,83.98351748,6.2286454,69.17281221,grapes
26,144,203,30.50734778,82.71775569,5.594240603,70.08200379,grapes
21,127,200,18.4269936,80.55625868,5.569230319,69.75734306,grapes
13,145,199,12.087022,83.59398734,5.93202852,68.66813363,grapes
14,125,205,23.60115364,82.48336987,6.423216506,73.23901752,grapes
33,143,196,12.80000387,81.20876367,6.417500829,67.10439401,grapes
36,134,198,38.06099482,82.24729637,6.234904253,65.70148216,grapes
20,124,198,39.06555518,82.03812973,6.000573725,69.30772897,grapes
13,136,198,33.78372897,81.16314317,5.685102769,74.53557341,grapes
9,127,195,16.76201707,82.00335557,5.662140095,73.28712806,grapes
4,134,196,35.89307536,82.66850729,6.358186848,66.53946559,grapes
10,132,203,21.01245395,81.17931863,6.119495295,66.38448261,grapes
30,132,195,10.89875873,80.01639435,6.207600783,68.69420397,grapes
27,142,204,16.36251869,83.00471609,6.48754639,71.55665483,grapes
4,141,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
20,138,205,25.11108456,83.25447587,6.325480034,73.01026829,grapes
24,143,205,33.4641162,83.86742974,5.562790949,67.92204319,grapes
11,129,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
6,141,203,11.36300891,80.03100049,6.116982944,71.18289431,grapes
15,129,197,25.23542319,80.68700527,5.695792761,67.03840888,grapes
26,124,205,15.99050693,81.23966573,5.734317007,74.40198861,grapes
26,121,202,22.4359017,80.18612085,6.329499832,65.3973168,grapes
33,144,197,34.76086052,81.03544763,6.167013532,65.70430027,grapes
34,133,204,31.11047251,83.34010951,5.653776058,71.43001582,grapes
29,142,202,28.57828803,80.95628959,5.840256272,73.34232097,grapes
12,140,199,41.18664903,81.01783402,5.539980812,68.68895899,grapes
30,145,195,27.02766138,83.17093908,5.833302165,70.95666003,grapes
20,121,202,21.19339319,82.33098331,6.399433771,74.62834921,grapes
15,123,195,10.38004759,83.44518113,6.138958698,67.3917379,grapes
19,123,200,31.3115978,82.56407013,5.972850838,65.01095312,grapes
2,143,199,20.46657776,80.97598029,6.456079585,71.29813872,grapes
4,127,204,29.36947679,81.53996362,6.336426667,66.13442813,grapes
2,134,203,10.72302459,80.02130636,6.425419926,65.2982112,grapes
4,139,204,14.97846952,80.49979873,6.294395676,71.63437433,grapes
18,138,197,15.3246651,81.67215994,6.477768039,71.60102999,grapes
8,126,200,18.73932187,81.12109244,5.931538447,73.55807954,grapes
19,125,203,19.3642553,83.36094029,5.980598579,67.15094741,grapes
20,127,202,41.20733624,81.61051026,6.389783283,65.90227462,grapes
8,134,202,33.34214482,82.51034633,5.693287415,70.68098614,grapes
17,132,198,23.81995682,80.12211649,6.00299607,67.2739864,grapes
8,127,198,40.66012294,81.24995984,6.372959542,74.03030056,grapes
12,143,203,11.82768186,80.2827185,5.510924849,74.10225057,grapes
26,120,204,13.28504331,83.54193816,5.69945282,65.80006004,grapes
3,142,197,35.83089092,83.32560104,5.778594403,73.67984885,grapes
39,141,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
15,128,205,24.57558351,80.70695797,5.971813006,69.706113,grapes
32,126,198,29.67229086,83.71498986,5.891195653,66.48490371,grapes
5,141,198,39.37102553,81.25353895,6.129812716,74.08101744,grapes
29,136,204,17.66558428,82.92903419,6.313085601,69.8671263,grapes
17,124,203,24.06679352,82.66396666,6.053662544,69.81855775,grapes
28,142,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
1,138,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
8,144,204,26.91624843,80.76838926,5.953966361,69.30927185,grapes
16,145,200,41.65602996,82.22118237,5.609255992,74.19664838,grapes
8,126,203,17.98667801,81.17712085,5.777271492,72.37127689,grapes
31,139,195,29.12033769,82.79092939,5.682395429,68.8503047,grapes
17,120,201,34.38922481,83.18392806,5.863996687,71.03001556,grapes
9,135,205,41.36106301,82.79782954,6.444373116,69.92107482,grapes
10,125,198,35.12158265,82.26890793,5.550832178,69.71518491,grapes
31,142,200,19.6491772,80.15215777,6.107741788,73.69529586,grapes
2,120,198,16.27852801,82.94270065,5.620745638,66.57462809,grapes
2,127,205,21.11903604,80.63399198,6.349875906,69.27779761,grapes
37,143,196,19.2077707,82.9042841,6.484323189,66.83113717,grapes
2,135,198,25.96308415,82.57813624,5.838748311,70.31782647,grapes
3,137,201,25.67385024,81.6212135,6.29099842,74.10919422,grapes
19,145,195,41.94865736,81.15595212,5.638328481,73.06862952,grapes
21,143,204,11.18994268,80.8084305,6.415555956,66.34234944,grapes
18,144,205,17.5438296,82.94703302,6.323722572,73.77063744,grapes
11,120,199,13.05809741,80.28297993,5.757009965,70.75633584,grapes
21,140,200,9.724457611,83.74765639,6.158689406,74.46411148,grapes
2,125,205,27.92004934,82.93262435,5.733539807,69.92092839,grapes
34,134,202,9.535585543,80.73112694,5.908724337,69.44115171,grapes
27,133,197,13.42988625,80.06633966,6.361141107,71.40043037,grapes
7,125,203,9.851242629,80.22631717,5.96537863,68.42802444,grapes
1,132,204,24.97256132,82.72828653,6.476757723,66.70016285,grapes
12,122,199,27.23708304,82.94573346,6.224542938,70.42508897,grapes
26,124,203,18.70679077,83.4795292,6.209928251,66.5964488,grapes
40,143,203,9.949929082,82.55138983,5.841138354,66.00817551,grapes
110,14,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
80,26,53,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
93,6,51,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
85,23,45,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
117,8,46,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
94,14,49,24.53442564,88.989272,6.140099215,49.11618732,watermelon
109,21,52,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
89,27,51,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
94,21,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
102,25,50,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83,7,54,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
94,29,46,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
113,12,53,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
108,13,55,26.74550678,83.9195902,6.251286661,40.794305,watermelon
93,25,48,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
91,5,47,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
97,24,55,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
85,16,51,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
86,23,45,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
96,21,47,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
115,13,53,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
115,29,46,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
80,17,47,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
101,17,50,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
89,11,45,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
111,17,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
91,26,52,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
108,9,48,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
95,22,52,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
92,28,46,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
105,28,51,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
85,23,52,25.81692236,82.043255,6.377427122,54.82963379,watermelon
105,22,51,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
92,10,50,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
119,20,50,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
94,7,55,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
120,9,49,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
86,26,49,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
95,9,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
87,27,49,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
113,9,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
85,7,46,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
97,13,48,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
89,23,49,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
113,18,47,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
83,18,50,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
106,25,50,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
94,25,50,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
96,21,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
110,12,45,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
110,28,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
117,23,48,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
92,25,49,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
100,28,54,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
89,23,45,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
89,15,55,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
95,23,55,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
111,23,54,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
106,15,47,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
119,25,54,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
102,11,52,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
90,6,50,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
105,17,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
102,30,46,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
99,16,50,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
111,9,50,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
96,9,46,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
91,25,50,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
91,21,55,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
88,6,54,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
106,10,52,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
86,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
99,8,49,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
106,27,48,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
107,11,53,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
116,17,46,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
96,11,46,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
100,15,55,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
93,29,54,26.283443,84.42478917,6.520663422,50.78669728,watermelon
113,18,45,26.84366082,83.85039964,6.106500787,40.228644,watermelon
99,16,55,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
84,28,51,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
115,16,45,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
119,12,51,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
81,11,52,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
93,15,48,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
80,16,50,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
90,10,51,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
100,25,48,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112,20,54,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
117,9,55,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
82,6,46,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
118,12,48,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
113,25,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
114,27,54,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
99,28,51,25.28784623,89.63667876,6.765094964,58.28697664,watermelon
86,13,55,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
112,24,54,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
84,10,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
87,16,51,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
104,11,49,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
97,5,50,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon
120,22,47,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
109,20,55,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
95,26,46,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
95,9,45,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
105,29,48,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
97,18,53,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon
117,21,55,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
82,10,51,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
81,14,52,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
92,29,54,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
110,10,50,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
109,16,53,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
